date,rainfall,average flow,max flow,min flow,fe flow
3/2/2024,0.21,17.48,25.08,4.3,16.84
3/20/2015,0.23,12.06,14.58,10.04,11.17
3/20/2016,0.32,15.64,29.51,8.58,13.87
3/20/2017,0.06,20.36,30.25,8.43,17.19
3/20/2018,0,10.99,12.53,8.3,9.75
3/20/2019,0,11.13,16.2,5.03,9.83
3/20/2020,0,10.08,18.59,5.13,9.16
3/20/2021,0.49,14.14,28.92,8.87,13.38
3/20/2022,0.2,14.78,34.96,8.74,13.41
3/20/2023,0.3,12.81,31.1,3.1,11.68
3/20/2024,0.04,11.87,14.68,1.52,10.91
3/21/2015,0.3,12.42,17.18,10.3,11.5
3/21/2016,0.5,16.58,30.25,9.57,14.97
3/21/2017,0.18,19.41,33.18,13.71,16.82
3/21/2018,0.26,10.91,16.01,7.16,9.65
3/21/2019,0,10.86,16.78,3.68,9.52
3/21/2020,0,10.36,12.86,6.09,8.75
3/21/2021,0.24,13.21,19.83,2.58,12.11
3/21/2022,0.18,13.25,30.61,1.63,11.7
3/21/2023,0,11.5,16.38,3.58,10.51
3/21/2024,0.09,11.73,14.8,3.35,10.9
3/22/2015,0.06,11.79,15.51,9.03,10.99
3/22/2016,0.12,14.23,31.65,7.94,13.13
3/22/2017,0.21,18.5,32.43,8.64,15.76
3/22/2018,0.54,14.29,28.33,8.7,13.56
3/22/2019,0.03,10.03,25.37,2.88,9
3/22/2020,0,10.81,13.6,6.53,9.5
3/22/2021,0.11,13.23,18.44,2.52,12.15
3/22/2022,0.02,13.48,16.96,8.59,11.6
3/22/2023,0,11.09,14.2,8.03,10.33
3/22/2024,0.14,12.93,19.86,3.06,11.86
3/23/2015,0.5,14.71,30.77,8.68,13.01
3/23/2016,0.26,14.88,29.87,6.18,13.98
3/23/2017,0.4,19.76,32.64,10.36,16.96
3/23/2018,0.15,10.56,29.41,5.91,9.73
3/23/2019,0.03,9.9,14.14,3.04,10.49
3/23/2020,0.11,10.56,16.98,3.91,9.74
3/23/2021,0,11.39,16.19,6.43,10.3
3/23/2022,0.06,13.8,17.53,8.75,11.58
3/23/2023,0.12,11.87,16.4,3.3,10.55
3/23/2024,0.3,12.22,29.02,4.09,11.6
3/24/2015,0.18,13.27,18.16,7.55,11.72
3/24/2016,0.26,15.2,24.97,7.27,14.06
3/24/2017,0.42,21.05,35.16,10.8,18.04
3/24/2018,0.17,11.59,12.18,8.59,11.06
3/24/2019,0,9.92,13.49,5.84,9.35
3/24/2020,0.08,10.58,14.35,7.21,8.66
3/24/2021,0.34,13.01,25.98,9.44,12.12
3/24/2022,0.01,13.45,17.2,6.82,11.32
3/24/2023,0.12,11.79,15.59,6.4,10.19
3/24/2024,0.02,12.29,17.77,3.68,11.62
3/25/2015,0.42,14.02,25.49,9.27,12.49
3/25/2016,0.01,14.07,18.93,10.23,12.89
3/25/2017,0.08,17.72,33.09,11.04,15.3
3/25/2018,0,11.08,13.14,5.72,10.52
3/25/2019,0.24,10.73,16.96,4.83,9.95
3/25/2020,0.18,10.76,26.87,5.13,9.95
3/25/2021,0,11.95,15.04,9.08,11.04
3/25/2022,0,13.17,16.21,8.3,10.89
3/25/2023,0,10.99,14.39,6.55,9.56
3/25/2024,0.13,12.04,15.2,3.07,11.2
3/26/2015,0,12.56,17.51,10.88,11.58
3/26/2016,0.25,14.14,30.72,11.4,13.08
3/26/2017,0.54,21.54,30.58,9.33,18.83
3/26/2018,0.14,11.24,18.91,4.17,10.54
3/26/2019,0.03,11.04,20.28,7.04,9.61
3/26/2020,0.01,10.79,20.24,0,9.97
3/26/2021,0.01,11.47,18.39,2.76,10.73
3/26/2022,0.03,13.19,18.8,7.79,10.72
3/26/2023,0.08,11.66,14.91,6.41,10.38
3/26/2024,0,11.71,15.2,3.23,11.11
3/27/2015,0.05,12.23,12.9,10.81,11.25
3/27/2016,0.1,14.01,29.14,8.2,13.49
3/27/2017,0.05,18.13,32.85,7.69,15.78
3/27/2018,0.17,11.57,29.92,6.08,10.9
3/27/2019,0.1,10.31,18.86,4.77,8.06
3/27/2020,0.09,10.94,19.08,5.3,8.78
3/27/2021,0,11.25,15.28,8.38,10.5
3/27/2022,0.01,13.57,26.45,5.73,11
3/27/2023,0,10.93,18.98,4.51,9.85
3/27/2024,0.58,13.34,17.16,3.96,12.49
3/28/2015,0.07,11.89,14.92,10.31,11.21
3/28/2016,0,13.27,19.1,6.42,12.47
3/28/2017,0.54,20.86,32.2,11.18,18.43
3/28/2018,0,11.62,20.96,4.02,10.49
3/28/2019,0.01,9.91,12.59,4.36,10.52
3/28/2020,0.3,11.51,20.45,5.65,10.74
3/28/2021,0.72,14.66,24.78,6.21,13.98
3/28/2022,0,13.1,27.14,3.65,10.54
3/28/2023,0,10.97,14.74,4.51,9.77
3/28/2024,0.38,14.5,19.88,3.6,13.57
3/29/2015,0,11.81,15,6.61,10.71
3/29/2016,0,13.26,27.4,9.1,12.3
3/29/2017,0.91,26.21,33.23,10.84,23.22
3/29/2018,0,10.75,15.2,5.29,9.84
3/29/2019,0,9.98,18.31,4.91,8.87
3/29/2020,0.49,14.92,25.02,7.3,13.6
3/29/2021,0,12.31,24.87,4.99,11.21
3/29/2022,0,11.91,28.01,2.32,10.43
3/29/2023,0,11.23,15.13,6.63,9.66
3/29/2024,0.01,13.33,15.66,10.88,12.2
3/3/2015,0,9.63,13.24,4.89,8.38
3/3/2016,0.18,17.35,32.86,11.56,15.95
3/3/2017,1.1,21.57,48.56,10.22,19.4
3/3/2018,0,11.89,15.33,4.02,10.84
3/3/2019,0,11.54,13.22,7.54,10.15
3/3/2020,0.1,11.32,19.89,4.01,10.34
3/3/2021,0,13.1,17.17,10.15,12.15
3/3/2022,0,15.62,24.21,10.01,14.71
3/3/2023,0.42,14.11,18.1,9.88,11.95
3/3/2024,0.3,17.21,24.78,4.55,16.6
3/30/2015,0.02,11.47,17.79,4.14,10.18
3/30/2016,0,13.55,17.03,8.37,12.68
3/30/2017,0.03,19.88,29.89,10.12,17.5
3/30/2018,0,10.28,14.49,5.49,9.72
3/30/2019,0,9.45,11.51,4.39,8.6
3/30/2020,0.89,14.78,27.34,6.72,13.66
3/30/2021,0,11.85,16.21,8.83,10.81
3/30/2022,0,11.78,16.59,7.55,10.44
3/30/2023,0,11.56,15.2,7.98,9.73
3/30/2024,0,12.65,18.35,6.44,11.47
3/31/2015,0.18,11.64,14.58,5.82,10.77
3/31/2016,0,11.19,26.1,0,10.27
3/31/2017,0,18.23,31.75,10.88,15.73
3/31/2018,0,10.15,11.88,7.58,9.64
3/31/2019,0,9.46,13.89,4.2,8.87
3/31/2020,0.14,12.76,19.03,5.9,11.45
3/31/2021,0,11.69,14.08,8.48,10.67
3/31/2022,0,11.66,15.05,7.25,10.21
3/31/2023,0.67,14.48,30.54,7.02,12.24
3/31/2024,0,13.35,17.13,1.69,12.03
3/4/2015,0,10.07,12.57,7.09,9.36
3/4/2016,0.23,17,30.27,10.83,15.99
3/4/2017,0.3,19.38,30.08,10.7,17.62
3/4/2018,0.1,12.21,17.93,8.12,11.04
3/4/2019,0,11.34,18.29,3.57,9.97
3/4/2020,0,11.44,14.87,7.28,10.03
3/4/2021,0.34,14.43,28.4,3.91,13.43
3/4/2022,0.01,15.05,24.77,7.59,14.33
3/4/2023,0.36,16,19.44,12.63,13.64
3/4/2024,0.03,14.98,23.73,9.56,14.22
3/5/2015,0,9.77,12.33,8.71,9.03
3/5/2016,0.23,15.85,30.09,11.47,14.42
3/5/2017,0.23,18.42,29.92,11.65,16.7
3/5/2018,0,11.76,20.63,5.08,10.33
3/5/2019,0,11.1,13.6,2.7,10.6
3/5/2020,0.12,11.24,13.5,8.17,9.85
3/5/2021,0.04,11.72,16.99,6.32,10.79
3/5/2022,0,14.6,17.46,11.61,12.97
3/5/2023,0.02,14.38,17.93,10.04,12.25
3/5/2024,0,14.87,24.24,2.9,14.03
3/6/2015,0,9.73,10.23,8.79,8.94
3/6/2016,0.68,18.33,30.21,9.91,17.31
3/6/2017,0.2,16.98,28.99,11.31,15.19
3/6/2018,0,11.85,13.47,9.14,10.42
3/6/2019,0.1,11.14,14.54,2.49,10.38
3/6/2020,0.29,12.17,18.23,6.22,10.7
3/6/2021,0.16,12.76,25.22,8.96,12
3/6/2022,0,14.1,17.76,9.45,12.79
3/6/2023,0,12.23,18.86,4.92,11.11
3/6/2024,0,14.53,19.49,5.43,13.42
3/7/2015,0,9.47,11.26,5.4,8.85
3/7/2016,0.37,18.54,30.34,9.06,17.46
3/7/2017,0.88,22.49,30.01,11.29,20.32
3/7/2018,0.05,12.35,13.57,9.31,10.77
3/7/2019,0.14,11.19,12.65,8.57,10.31
3/7/2020,0.07,11.58,14.63,5.76,10.84
3/7/2021,0.24,13.41,26.42,8.19,12.75
3/7/2022,0,14.13,28.74,2.79,13.27
3/7/2023,0.22,12.87,22.13,3,11.31
3/7/2024,0,13.8,17.1,10.73,12.84
3/8/2015,0,9.62,12.03,7.03,8.96
3/8/2016,0.09,15.1,30.15,8.91,14.57
3/8/2017,0.25,19.65,28.79,10.49,17.73
3/8/2018,0.47,12.86,29.02,6.55,12.02
3/8/2019,0.07,10.77,19.45,5.26,9.9
3/8/2020,0,11.24,13.76,7.71,10.45
3/8/2021,0,12.49,22.7,8.64,11.53
3/8/2022,0.15,12.83,16.86,6.66,12.27
3/8/2023,0.07,12.79,19.66,6.88,11.24
3/8/2024,0,13.38,16.43,3.63,12.39
3/9/2015,0,9.83,11.47,7.26,8.97
3/9/2016,1.62,24.99,47.81,12.28,22.3
3/9/2017,1.16,25.81,46.8,10.58,22.63
3/9/2018,0.04,11.54,14.42,7.76,10.7
3/9/2019,0,10.55,12.43,5.84,9.67
3/9/2020,0,11.22,14.01,6,10.21
3/9/2021,0.03,12.71,15.03,9.39,11.32
3/9/2022,0,12.48,17.09,7.05,11.86
3/9/2023,0.14,12.13,22.23,2.72,11.07
3/9/2024,0.06,14.22,26.65,5.03,13.16
4/1/2015,0.09,11.51,21.02,7.58,10.39
4/1/2016,0,11.82,15.13,7.94,10.96
4/1/2017,0,19.16,34.8,10.31,15.39
4/1/2018,0.13,10.02,11.75,6.06,9.59
4/1/2019,0,9.7,13.78,4.99,8.99
4/1/2020,0,12.07,14.77,7.1,10.54
4/1/2021,0,11.64,15.03,5.13,10.43
4/1/2022,0,11.53,15.49,7.88,9.99
4/1/2023,0.37,12.74,19.34,2.92,10.9
4/1/2024,0,13.75,17.25,3.32,12.08
4/10/2015,0.62,12.74,31.5,7.76,11
4/10/2016,0,10.71,14.57,8.31,9.99
4/10/2017,0.25,20.7,24.59,14.52,15.55
4/10/2018,0.11,13.01,19.89,7.42,12.16
4/10/2019,0.07,11.2,16.29,1.92,9.76
4/10/2020,0,10.34,12.15,5.69,8.63
4/10/2021,0.09,11.25,14.79,6.76,10.23
4/10/2022,0.12,13.18,16.85,8.57,11.87
4/10/2023,0.53,17.87,30.42,5.85,15.58
4/10/2024,0,12.6,20.48,7.12,11.85
4/11/2015,0.09,11.25,20.64,6.53,9.37
4/11/2016,0,10.73,16.26,7.09,9.9
4/11/2017,0.05,18.63,31.2,11.37,14.93
4/11/2018,0.1,12.74,18.53,6.76,11.76
4/11/2019,0.15,11.06,13.1,5.34,9.84
4/11/2020,0,10.79,20.94,5.38,9.28
4/11/2021,0,10.86,15.1,3.21,9.86
4/11/2022,0.16,12.71,25.44,2.99,11.29
4/11/2023,0.22,14.97,28.37,10.35,11.37
4/11/2024,0.01,13.14,15.21,0.3,12.34
4/12/2015,0.01,10.74,13.81,6.39,9.67
4/12/2016,0.5,12.25,29.82,6.66,11.31
4/12/2017,1.02,21.07,33.12,8.75,18.81
4/12/2018,0.29,13.63,27.03,6.64,12.49
4/12/2019,0,10.44,12.6,5.18,9.49
4/12/2020,0,10.89,13.62,7.21,9.45
4/12/2021,0,10.88,16.02,3.39,9.83
4/12/2022,0.37,13.61,38.71,0.01,11.9
4/12/2023,0.29,13.89,19.18,11.84,13.11
4/12/2024,0,11.37,20.83,4.08,10.56
4/13/2015,0.14,11.27,12.54,3.52,10.06
4/13/2016,0.26,11.75,17.88,3.19,10.55
4/13/2017,0.09,19.27,32.03,10.39,16.76
4/13/2018,0.7,15.75,30.81,7.47,13.76
4/13/2019,0.37,11.48,29.02,5.19,10.55
4/13/2020,0,10.54,16.85,4.83,8.88
4/13/2021,0,10.73,14.71,7.46,9.65
4/13/2022,0.49,14.67,37.78,7.96,13.04
4/13/2023,0.15,13.6,17.39,9.99,12.74
4/13/2024,0,12.24,20.5,3.41,11.48
4/14/2015,0.07,10.88,14.06,7.22,9.9
4/14/2016,0.19,12.28,29.01,6.13,11.29
4/14/2017,0.3,18.21,29.81,9.86,16.16
4/14/2018,2.13,27.94,40.14,18.85,25.64
4/14/2019,0.08,10.85,27.4,5.03,9.88
4/14/2020,0,10.45,13.5,7.44,9.29
4/14/2021,0,10.82,14.95,3.64,9.86
4/14/2022,0.11,12.82,19.22,8.59,11.76
4/14/2023,0,12.66,22.11,4.22,11.71
4/14/2024,0,12.47,14.82,8.54,11.53
4/15/2015,0,10.55,11.12,10.13,9.18
4/15/2016,0,10.51,12.15,5.79,9.62
4/15/2017,0,18.62,29.29,11.01,14.88
4/15/2018,0.19,23.97,45.88,9.42,21.77
4/15/2019,0.02,10.27,15.31,4.28,9.37
4/15/2020,0,10.57,12.86,5.85,8.95
4/15/2021,0,10.13,15.09,0,7.09
4/15/2022,0.03,12.35,20.07,9.29,11.36
4/15/2023,0.03,11.91,14.28,7.69,11.28
4/15/2024,0,11.61,14.99,8.43,10.73
4/16/2015,0,10.98,12.53,10.32,9.09
4/16/2016,0,10.61,14.94,8.87,9.82
4/16/2017,0,18.42,23.66,12.86,14.53
4/16/2018,0.36,19.56,30.22,9.66,17.57
4/16/2019,0.02,10.59,12.51,7.95,9.64
4/16/2020,0,9.82,12.72,5.43,8.83
4/16/2021,0,10,14.69,5.93,9.15
4/16/2022,0.02,12.12,23.95,3.22,11.11
4/16/2023,0.32,13.28,28.11,3.64,12.73
4/16/2024,0,10.91,19.16,3.22,9.93
4/17/2015,0,10.59,11.26,8.98,9.35
4/17/2016,0,10.6,13.12,5.62,9.7
4/17/2017,0.06,18.17,28.46,8.33,14.35
4/17/2018,0.09,16.23,27.7,8.55,14.46
4/17/2019,0.01,10.42,12.15,8.09,9.49
4/17/2020,0,10.33,13.58,4.1,9.08
4/17/2021,0,9.94,14.43,7.1,9.2
4/17/2022,0,12.05,16.31,8.55,10.94
4/17/2023,0.15,12.65,21.69,2.78,11.81
4/17/2024,0,10.75,19.16,3.55,9.91
4/18/2015,0,9.94,12.63,6.35,8.76
4/18/2016,0,10.82,15.71,3.93,9.76
4/18/2017,0.08,15.14,29.2,11.12,14.19
4/18/2018,0,14.66,17.77,6.66,13.89
4/18/2019,0.03,10.51,21.81,0,9.4
4/18/2020,0.01,9.85,12.31,4.82,8.32
4/18/2021,0,10.12,13.64,6.3,9.43
4/18/2022,0.56,15.03,34.75,2.61,13.92
4/18/2023,0.59,15.85,29.72,3.91,14.5
4/18/2024,0,10.82,14.88,7.45,9.94
4/19/2015,0,10.03,12.12,8.91,8.76
4/19/2016,0,11.78,23.22,5.15,10.67
4/19/2017,0.32,15.97,33.14,10.29,14.64
4/19/2018,0,13.7,16.18,10.72,13.03
4/19/2019,0.11,11.22,14.05,7.44,9.82
4/19/2020,0,9.84,12.94,5.38,8.41
4/19/2021,0,10.37,14.63,7.05,9.18
4/19/2022,0.39,14.18,36.13,4.81,13.16
4/19/2023,0.4,14.41,28.02,4.9,12.38
4/19/2024,0,10.69,19,4.54,9.63
4/2/2015,0,11.36,26.21,6.67,9.85
4/2/2016,0,11.23,14.1,9.88,9.93
4/2/2017,0,15.91,20.29,11.4,14.19
4/2/2018,0.01,10.27,11.61,7.56,9.63
4/2/2019,0,9.9,19.17,1.54,9.09
4/2/2020,0,12.43,14.16,8,11.05
4/2/2021,0,11.26,14.54,8.05,10.27
4/2/2022,0.01,11.6,28.95,0.14,9.72
4/2/2023,0.39,15.27,18.54,10.45,12.48
4/2/2024,0,13.37,21.95,2.6,11.94
4/20/2015,0,10.27,14.75,5.28,8.92
4/20/2016,0,12.08,15.44,10.94,11.07
4/20/2017,0.19,15.6,30.6,0,14.14
4/20/2018,0,13,18.02,4.84,12.22
4/20/2019,0.02,11.64,15.2,8.8,10.62
4/20/2020,0,10.15,14.72,6.74,9.07
4/20/2021,0,9.95,13.37,7.07,8.83
4/20/2022,0.2,13.5,33.53,8.13,11.85
4/20/2023,0.44,16.35,31.22,12.01,13.54
4/20/2024,0.01,10.52,18.43,4.76,9.71
4/21/2015,0,10.21,11.11,9.44,9.41
4/21/2016,0,12.01,14.48,6.94,11.09
4/21/2017,0,14.79,18.28,8.62,13.47
4/21/2018,0.02,12.66,23.1,6.38,11.72
4/21/2019,0,11.28,13.22,6.11,10.54
4/21/2020,0,9.7,11.83,5.39,8.13
4/21/2021,0,10.16,14.3,7.37,9.08
4/21/2022,0.45,14.66,25.98,8.28,13.68
4/21/2023,0,15.55,24.27,3.88,13.08
4/21/2024,0.01,11.06,17.15,3.17,10.22
4/22/2015,0,10.01,17.16,7.96,8.91
4/22/2016,0.25,12.11,15.15,10.38,11.18
4/22/2017,0.08,15.17,29.19,5.26,13.13
4/22/2018,0,13.89,19.95,10.31,11.57
4/22/2019,0.03,11.56,14.88,2.56,8.03
4/22/2020,0.31,10.37,26.35,5.7,9.32
4/22/2021,0,10.3,18.2,1.3,8.98
4/22/2022,0.01,14.02,31,6.47,13.1
4/22/2023,0.14,15.21,18.6,10.19,12.21
4/22/2024,0,11.03,15.02,3.23,10.05
4/23/2015,0.11,10.11,11.86,9.06,8.98
4/23/2016,0.01,11.16,16.5,8.64,10.23
4/23/2017,0.33,16.85,32.6,9.84,14.36
4/23/2018,0,13.99,15.53,9.3,11.74
4/23/2019,0.06,11.61,13.12,8.93,10.65
4/23/2020,0.02,10.09,13.24,5.58,9.33
4/23/2021,0.01,10.71,19.62,3.67,9.39
4/23/2022,0,12.08,14.84,5.74,11.28
4/23/2023,0.4,18.08,33.38,10.74,13.95
4/23/2024,0,11.28,15.06,3.24,9.88
4/24/2015,0.27,10.4,14.12,8.9,9.25
4/24/2016,0.03,12.09,14.23,6.16,11.13
4/24/2017,0.26,17.6,31.6,3.91,14.61
4/24/2018,0,13.18,15.64,7.91,11.06
4/24/2019,0,11.33,16.06,5.97,10.12
4/24/2020,0,9.57,17.08,3.76,8.08
4/24/2021,0.44,11.25,15.23,8.02,9.82
4/24/2022,0.01,12.57,15.68,6.23,11.85
4/24/2023,0.02,14.15,23.83,4.89,12
4/24/2024,0,11.29,17.63,2.74,9.58
4/25/2015,0.02,9.76,11.07,8.27,8.69
4/25/2016,0,11.23,18.68,5.97,10.18
4/25/2017,0.17,17.18,32.82,11.95,14.07
4/25/2018,0,12.91,14.85,8.74,10.86
4/25/2019,0,11.53,13.23,8.77,10.19
4/25/2020,0.32,11.18,14.59,7.32,10.33
4/25/2021,0.1,11.73,14.71,6.09,10.18
4/25/2022,0.03,11.68,15.77,6.16,10.86
4/25/2023,0,14.2,29.19,4.11,11.7
4/25/2024,0.63,13.91,23.13,6.42,12.2
4/26/2015,0.01,9.83,11.03,8.97,8.75
4/26/2016,0,10.5,13.2,1.96,9.52
4/26/2017,0.11,17.21,30.86,13.22,13.99
4/26/2018,0,12.69,14.84,10.32,10.79
4/26/2019,0,11.47,19.04,6.21,10.18
4/26/2020,0.19,11.31,15.83,3.94,9.54
4/26/2021,0.01,10.42,16.75,2.7,9.2
4/26/2022,0.18,12.94,23.78,6.03,11.93
4/26/2023,0,12.73,21.68,5.69,11.71
4/26/2024,0.03,10.89,21.86,2.16,9.49
4/27/2015,0.01,9.82,11.07,3.79,8.67
4/27/2016,0,10.09,17.36,2.92,9.1
4/27/2017,0,16.36,21.01,8.82,13.79
4/27/2018,0.11,11.95,21.25,5.35,10.62
4/27/2019,0.01,10.82,13.06,6.25,9.93
4/27/2020,0.26,9.9,16.86,2.78,9.06
4/27/2021,0,10.12,14.4,7.7,9.1
4/27/2022,0.04,13.56,17.52,7.39,12.18
4/27/2023,0,11.77,15.72,9.09,10.88
4/27/2024,0.13,11.48,16.08,4.01,10.14
4/28/2015,0,10,11.5,4.8,8.81
4/28/2016,0,9.81,11.14,4.58,8.56
4/28/2017,0,15.71,20.56,11.17,12.45
4/28/2018,0.08,10.79,13.55,6.13,10.27
4/28/2019,0,10.9,12.44,8.04,10.04
4/28/2020,0,10.53,14.26,6.69,9.57
4/28/2021,0,10.1,14.42,0,9.17
4/28/2022,0.01,10.48,28.52,0,9.74
4/28/2023,0,12.67,18.24,2.89,10.63
4/28/2024,0.06,11.88,16.95,2.99,10.39
4/29/2015,0.14,10.01,10.8,0.03,8.66
4/29/2016,0.01,10.15,21.91,8.08,8.68
4/29/2017,0.18,16.09,32.87,11.86,13.3
4/29/2018,0.01,11.25,19.64,5.02,10.47
4/29/2019,0,10.89,14.5,8.33,9.89
4/29/2020,0.01,9.99,13.48,5.55,9.09
4/29/2021,0,9.69,12.42,6.7,8.39
4/29/2022,0.16,11.97,16.07,5.3,11.18
4/29/2023,0,12.74,16.13,8.7,10.53
4/29/2024,0.13,11.82,20.31,4.59,9.01
4/3/2015,0.17,11.42,13.17,7.01,10.26
4/3/2016,0.21,11.82,18.18,6.69,11.05
4/3/2017,0,18.15,32.62,5.42,15.01
4/3/2018,0,10.53,11.88,7.66,10.43
4/3/2019,0.02,9.35,11.42,4.83,8.63
4/3/2020,0.02,11.89,17.38,7.05,10.82
4/3/2021,0,11.05,17.68,5.03,10.3
4/3/2022,0.63,14.12,40.84,7.36,11.74
4/3/2023,0.01,12.08,19.31,5.64,10.51
4/3/2024,0.11,13.38,22.88,2.7,12.01
4/30/2015,0,9.73,10.18,8.91,8.64
4/30/2016,0,10.25,13.13,6.2,9.11
4/30/2017,0.02,15.25,19.58,10.95,13.45
4/30/2018,0.02,11.5,15.63,3.81,9.9
4/30/2019,0,10.03,14.13,0.07,8.99
4/30/2020,0.03,9.53,13.17,5.43,8.77
4/30/2021,0.15,10.07,13.99,6.71,8.8
4/30/2022,0.32,12.88,31.13,4.77,11.84
4/30/2023,0,12.83,15.66,7.63,10.5
4/30/2024,0.09,11.61,18.3,3.13,10.15
4/4/2015,0,10.75,14.92,6.42,9.68
4/4/2016,0.15,11.68,18.02,6.54,10.81
4/4/2017,0.26,17.72,34.62,0,13.2
4/4/2018,0.41,11.96,16.99,1.59,11.32
4/4/2019,0.1,10.51,18,5.67,9.77
4/4/2020,0,11.29,14.1,5.12,10.31
4/4/2021,0.12,10.87,13.69,8.12,10.13
4/4/2022,1.12,18.36,44.82,6.47,16.46
4/4/2023,0,11.9,18.3,4.74,10.05
4/4/2024,0,12.76,19.48,3.7,11.44
4/5/2015,0,10.34,11.95,6.86,9.24
4/5/2016,0.01,11.12,13.68,9.87,10.37
4/5/2017,0.7,19.55,33.51,9.85,16.51
4/5/2018,0.31,12.05,28.81,5.83,11.16
4/5/2019,0.25,10.07,30.44,4.18,9.05
4/5/2020,0.01,11.46,15.66,6.31,10.45
4/5/2021,0.01,11.11,15.78,3.58,10.12
4/5/2022,0.03,13.1,27.88,5.74,9.61
4/5/2023,0.01,12.67,17.29,9.06,10.42
4/5/2024,0.05,12.37,19.23,2.47,11.47
4/6/2015,0,10.67,13.95,7.37,9.44
4/6/2016,0,11.23,12.13,10.4,10.51
4/6/2017,0.18,18.64,36.37,9.97,15.89
4/6/2018,0.01,11.38,16.92,5.72,9.95
4/6/2019,0.4,11.95,28.62,3.42,10.53
4/6/2020,0,10.86,20.02,2.02,9.11
4/6/2021,0,10.83,17.42,4.39,9.9
4/6/2022,0,12.68,29.99,6.61,11.2
4/6/2023,0.72,15.93,22.95,9.23,12.85
4/6/2024,0.06,12.3,17.55,3.51,11.59
4/7/2015,0.08,10.56,11.98,7.71,9.46
4/7/2016,0,10.66,11.98,8.96,9.94
4/7/2017,0.86,22.83,37.48,12.91,18.13
4/7/2018,0.9,14.76,28.89,7.26,13.43
4/7/2019,0.43,12.26,20.71,6.78,11.15
4/7/2020,0,10.96,13.94,7.5,9.83
4/7/2021,0.09,10.58,12.1,8.01,9.57
4/7/2022,0,12.15,29.13,0.36,10.72
4/7/2023,0.18,12.08,29.59,7.34,11.1
4/7/2024,0,12.73,20.32,3.49,11.92
4/8/2015,0,10.66,11.94,8.34,9.43
4/8/2016,0,10.75,12.58,9.33,9.97
4/8/2017,0.12,20.24,36.08,9.13,16.13
4/8/2018,0.88,19.28,26.88,10.21,17.92
4/8/2019,0.21,11.69,19.95,0.97,10.43
4/8/2020,0,10.99,16.22,5.63,9.72
4/8/2021,0.02,10.85,14.42,8.52,9.74
4/8/2022,0.17,12.66,18.62,8.79,11.11
4/8/2023,0.03,13.71,16.85,7.65,13.12
4/8/2024,0.25,12.96,23.82,4.24,12.13
4/9/2015,0,10.35,11.94,9.14,8.62
4/9/2016,0,10.03,12.2,6.67,9.4
4/9/2017,0,21.22,24.86,15.5,15.73
4/9/2018,0.02,13.79,18.13,7.93,13.03
4/9/2019,0.15,11.6,20.7,4.12,10.59
4/9/2020,0,10.24,13.87,5.96,9.06
4/9/2021,0.12,10.6,14.58,6.48,9.56
4/9/2022,0.23,12.35,15.96,8.24,10.89
4/9/2023,0.62,16.34,29.04,4.17,14.62
4/9/2024,0.14,13.15,19.4,6.96,12.43
5/1/2015,0,9.42,10.21,5.24,8.46
5/1/2016,0,10.12,14.08,7.94,8.72
5/1/2017,0.05,15.84,28.68,4.97,12.95
5/1/2018,0,11.83,19.39,0.25,9.87
5/1/2019,0,9.87,14,3.76,8.74
5/1/2020,0,9.52,13.67,4.38,8.72
5/1/2021,0,9.84,13.14,5.08,9.1
5/1/2022,0,12.41,19.68,4.87,11.08
5/1/2023,0,12.61,15.31,8.99,10.37
5/1/2024,0,11.52,19.48,3.33,10.33
5/10/2015,0,9.15,9.82,8.79,8.38
5/10/2016,0,10.27,11.46,5.86,8.98
5/10/2017,0,13.72,18.1,9.53,12.08
5/10/2018,0.1,11.68,13.75,9.35,9.73
5/10/2019,0,10.58,11.36,8.3,9.02
5/10/2020,0,9.89,13.12,5.01,8.38
5/10/2021,0,11.29,20.43,5.92,9.84
5/10/2022,0,11.89,21.94,0,10.96
5/10/2023,0,11.02,20.56,5.01,9.77
5/10/2024,0,11.48,20.02,3.6,10.77
5/11/2015,0.01,10.41,42.21,1.31,8.08
5/11/2016,0,9.99,13.19,8.02,8.7
5/11/2017,0.79,16.39,35.75,7.99,14.11
5/11/2018,0,11.04,13.23,6.1,9.35
5/11/2019,0,11.3,18.79,6.84,9.36
5/11/2020,0.1,10.48,17.36,5.1,9.48
5/11/2021,,,,,
5/11/2022,0.03,13.04,17.65,8.59,11.83
5/11/2023,0,11.37,18.59,3.15,9.31
5/11/2024,0,10.79,13.68,7.45,9.36
5/12/2015,0.23,9.91,13.15,8.61,9.22
5/12/2016,0,9.83,13.8,8.23,8.28
5/12/2017,0.61,17.28,32.13,8.85,13.93
5/12/2018,0,10.96,12.7,7.1,8.97
5/12/2019,0,10.82,12.86,5.33,9.27
5/12/2020,0.07,10.49,13.05,5.14,9.47
5/12/2021,0,11.64,13.54,7.35,9.4
5/12/2022,0.2,12.19,18.37,6.03,11.16
5/12/2023,0,11.36,15.14,2.25,9.43
5/12/2024,0,10.9,13.42,7.36,9.71
5/13/2015,0.19,9.96,10.2,9.3,9.27
5/13/2016,0,9.91,13.14,5.55,8.76
5/13/2017,0.28,17.17,25.96,9.64,14.28
5/13/2018,0,10.89,12.66,7.22,8.88
5/13/2019,0,10.92,12.37,3.85,9.64
5/13/2020,0.08,10.35,19.2,2.67,9.24
